Payouts Payout Currency,AED,AUD,CAD,CHF,CNY,CZK,EUR,GBP,HKD,JPY,KRW,MYR,NOK,NZD,PEN,SAR,SEK,SGD,THB,USD,ZAR
2018-08-20,110859.58355136195,2599784.073877984,4762479.116422065,161821.453607065,20027.343483117053,,876913.2123202534,8366616.596330966,26211.146438361666,1535188.1846942403,,31381.883047179297,4348.9323525,54188.7532184443,,,66.572769159,210909.89586426434,,56711776.06187101,
2018-08-13,74982.845582211,2304425.5152157624,4039938.6000447725,24786.02862466,85350.48106291842,,914488.799470273,7677707.564675506,6555.482706885001,552222.7649495777,,297498.20161402,2256.19,44128.10306003704,,,15771.184356500002,149134.5803268822,,68678953.88071907,
2018-08-06,82621.72918760742,3148445.740794759,4084109.080681499,5694.51606232775,334607.566023563,,778363.4008071081,6330911.689023132,39378.66785650642,345777.3859975062,,183418.73584708458,1880.18,107808.78399761494,,,25199.829365780002,282459.76523861935,,73864963.888265,
2018-07-30,118661.37525774419,6273971.9925362365,3659979.7220337335,185995.5046008109,228238.89096094412,,949128.1395324272,4994602.194936518,36990.19866168914,557661.67554135,,109620.7458434476,2122.01,81357.20706818665,,,4914.275649,175280.81026066374,,82440195.53243396,
2018-07-23,109345.11384187455,8965645.753239457,4066223.6268396834,14667.075985865,133753.56065962274,,1007557.4384612999,4462971.45097774,16633.675503230468,476651.38804721495,,171579.62327174496,,64925.00146743819,,,11852.556855,147151.42894613158,,73570302.28319019,
2018-07-16,43616.397612815155,6074962.611875667,4099283.6855140575,72946.15972193079,28208.904503341997,,1166047.6759544788,5050812.732190245,24129.86183879028,256033.40306461597,,6004.0052150816,,141622.91220801664,,,,150922.48392403813,289.050634322,53619308.53319286,
2018-07-09,56127.161415906,4188969.7628658856,4019609.9153969833,166768.46861038991,,,911625.0190988479,4230368.295766462,60361.494205055875,207584.0303747229,,9949.5666143993,,731453.8011211146,,,10628.760033004,76509.94991575422,,33430797.3425754,
2018-07-02,42197.685561738,5145458.30499095,4113164.670181495,53360.21730276001,1368.0173588896,,977512.7609435195,4354162.865110708,83689.44745239968,222405.205449958,,41664.61419038,,257562.87158001156,,,35.673101100000004,118917.58326444807,492.25271436291996,22970543.31463746,
2018-06-25,130938.9627500805,3916308.079622236,5383452.730251222,132973.872378388,2283.60931808,,1163213.6326102742,6163463.303565902,38595.41249520867,280172.47969531,,8142.111378494999,,137184.36339028808,,,,36479.649370130275,,20372567.41031875,
2018-06-18,26512.457492626003,3175307.4543358684,5797499.462058099,182829.78107709024,978.7400268600001,,772992.4618569714,4844350.906912634,20809.11787440824,222327.86610707693,,7930.503785724001,,260179.8576215969,,,,63176.29399290892,,14653417.187143954,
2018-06-11,16305.513978796002,4206180.211214887,8206728.6042127125,440164.2400736551,1586.0804821400002,,900896.3500621149,4343386.224387582,17694.60915696209,313064.67394736205,,4938.765485312419,,205192.7786841128,,,4994.553358515001,119777.26525715725,,13171713.48828777,
2018-06-04,111231.94298008615,3806117.263237908,6655832.201369331,345218.36269288644,1832.59534396,,991801.2083644592,4649394.078664107,19055.1864817819,535452.037463847,,4615.904506339,,242525.82026385312,,,4278.401860136,40117.49282374701,,10964976.431292096,
2018-05-28,204364.01935793506,3905974.737413161,4194450.996697034,254613.16711712503,36893.05056039636,,1362200.0808399708,4730037.23350109,27873.638844211004,1485595.8769740507,,48296.9358367386,,186562.26106738838,,,97749.76391759899,68249.78814490278,,14068224.900604734,
2018-05-21,149698.28748806287,3651045.912585756,4343770.762447771,126414.860739305,14915.810714112,,1319743.132983835,3905627.1644692165,15886.800859421659,960039.0778148591,,5803.218207384001,,163082.70061992816,,,187856.81112726295,29322.337257401723,,14630037.40148311,
2018-05-14,62255.71690474136,2922048.129814067,4339976.019030916,121660.30161936504,23847.804125,,1096315.5036666277,3872218.4803967783,46733.26357732267,209051.23774977404,,7168.2928179712,,167188.2873841214,,,79940.329799604,60640.51542482344,,14368387.86984037,
2018-05-07,24663.65694534784,2421817.919699586,4149169.5479884283,56587.736030882494,35456.7365270226,,949050.4992387281,3647686.240200167,34317.1373128727,266966.922403284,,3796.76701417826,,81224.63060974189,,,134246.213563169,27748.9909838565,,15034315.99025584,
2018-04-30,28230.633124806,1724472.1772187278,3435603.6791261453,71105.729840238,28162.63484973696,,965638.8270541257,3889861.829907753,27596.230359316272,188985.325330806,,1574.9420309957102,,105501.14272134578,,,48655.838052098,21694.6314922836,,11896727.07109878,
2018-04-23,34330.83735424,2134303.2313230694,4523988.791324065,57306.48944526801,8225.34022697,,762575.9565597464,3687497.1101493705,43213.5104313133,156971.7163737,,7407.991845340001,,90893.6447013892,,,53228.021757034,31773.10177642818,,14515588.185654007,2437.5887781499996
2018-04-16,30383.390105474,1839403.8406920708,3500179.6635456057,94805.91796623803,13484.791236895579,,790045.5459061888,3187652.195254028,33586.92502627701,179240.126059485,,18848.308968124828,,55757.35787086959,,,2782.2994435,18087.67429887152,,11060591.314105367,
2018-04-09,29165.41869458,1819792.6146994396,3335553.7435826957,57435.83841609964,3387.6143529672604,,719390.1675239775,3053408.661924999,34010.26968403622,247562.36537670903,,2860.7792696260003,,69933.45099686415,,,,9873.827734820201,,11031125.925634235,
2018-04-02,15248.468368,1623198.5584761566,2929199.01649015,61504.581839322505,7891.779064319999,,772898.5411696761,2684785.523787628,36431.656189504996,268080.89169861417,,7435.744017852,,15075.324589281,,,,29317.30309551166,,10314526.451597173,
2018-03-26,82409.258118544,1912758.0080515787,3009347.544300505,60288.6341679978,19680.596095319,,744517.2828350434,2313744.1879945355,29769.618786643245,283856.44094759604,,3294.916519915,,14534.0470047456,,,,72261.74551787364,,11012121.199981658,
2018-03-19,51208.713484992,1842590.6792475253,2595680.171817969,58142.91707366201,4487.917395388,,758849.7313640886,1999142.605070855,43373.80818940729,428354.385648484,,11219.6526509556,,79965.57242395487,,,,244421.39561695055,,11108105.019459223,
2018-03-12,41760.92586062599,1757038.4961364255,2519534.051140761,41485.16614940999,1804.7436342400001,,698545.5455061427,1941984.459248722,22277.808101392555,744606.2814403509,,11728.654373600002,,59267.53718312357,,,,87797.15615741849,,11132443.35402,
2018-03-05,37623.961933572,4295445.584176831,2526181.4770619995,34191.37851175604,6599.3117914800005,,711546.3254475112,2201407.3835845403,54418.51640955264,1269985.4879347219,,25509.032344523097,,45272.72638802044,,,,140325.7516821411,,9401501.515099257,
2018-02-26,2995.2348580000003,4226268.211650079,2225829.4399402165,87004.236207494,22571.97819344,,958059.4962728488,1859414.5385278072,281214.7367658706,2313379.6190332165,,41544.42795843299,,110928.68244151627,,,,218109.68256454493,,10853920.202679873,
2018-02-19,17804.220584108,5065593.466797255,1869964.1709054084,31923.39208570249,5470.05404497,,780759.7111472287,1487176.9761298655,106975.83171854181,1452496.5755935998,,104753.56531468722,,547804.6853415266,,,,191370.7270510963,,9434894.55490015,
2018-02-12,18365.418678866,4121228.6620319514,1851288.3118851788,98655.12711280998,546.8377164,,605007.4134173921,1321914.5011599993,44736.64872637233,297758.5397321,,63475.197748691,,252320.26425592016,,,,153827.69083834952,,9540869.873790022,
2018-02-05,24739.9319624772,5139370.424255529,1891131.891315571,96569.7509992905,2033.1790152000003,,633413.9061934365,1788475.6957898447,169861.38448118803,254638.60832313,,23060.658950155994,,335200.3800175252,,,,110031.07125412466,,11151725.685888788,
2018-01-29,11700.476531659999,3103458.0892550456,1957594.8999306085,125135.294300379,507.493929704,,801098.6963587379,2155006.513112327,54845.60095778058,231141.27060556397,,79447.9239565416,,245098.8206839008,,,,97348.51619341628,,19184269.142980646,
2018-01-22,50837.30708554077,3321896.180589296,2346663.611466794,120179.61513894107,53673.244929363005,,846984.2659310956,2310380.10898371,215592.05178790443,169447.44478183903,,26683.925477533998,,263850.7034464519,,,,29698.116895781994,,28908322.210172225,
2018-01-15,47670.415317828796,3680132.115559489,3090057.1965398905,201226.3801805855,10082.576772064,,703314.6747089118,2981713.196093467,83564.54250971218,112810.72950995402,,7582.49368629,,159717.54255684878,,,3395.8118375999998,61689.12709031412,,43715539.64834204,
2018-01-08,45065.214497156,3607353.483939172,3362399.279578005,32768.78997176556,90839.64661485143,,738586.1204736611,2730000.566173009,52690.56662075136,140512.83387909594,,2876.94030655,,72523.50241483707,,,11738.351865,26159.967552038404,,66256304.5240752,
2018-01-01,48053.179103273396,2152343.150463865,2437782.1697857417,28420.175603793203,141867.71866378692,,740554.1550242393,3001824.0875464682,64054.116021917296,83823.64584254999,,1.24398348,,31142.88623868395,,,5342.588406649999,23571.177378674998,,67399744.06910895,874.0594094490001
2017-12-25,98980.6944939148,2061011.7147317065,2125819.6807435565,39360.23469495121,99315.61168796715,,557860.550681838,2255576.4664548826,26634.31423529783,87119.40068428,,862.9391391500001,,191661.03357110114,,,,87958.23180678149,,51908699.38250187,
2017-12-18,30365.963284481997,2966587.7887135744,3020169.1591857416,65939.24680394599,40716.22760428734,,650728.3636445876,2185906.9004557547,9098.83644921887,255416.83984868502,,4036.8639135,,128991.46034211986,,,,131439.79524017478,,35900028.42564734,
2017-12-11,46382.57324652,3059810.8862950327,2754739.4892657055,136303.74616885447,49768.69990066367,,459966.25098641595,1792842.4790867604,9748.885601035541,238595.33127712997,,,,75337.5917152736,,,,523808.5667810281,,34587283.47058121,0.072781379
2017-12-04,15853.453280422022,2487770.004946884,2243211.304567297,29007.523116425,59939.18057949555,,461147.6010235735,1836881.9806744661,19336.99793906838,303041.99201881,,1.2304263899999999,,121666.50726654545,,,,83390.71008437447,,25368378.560955502,
2017-11-27,1742.4726847999998,2745132.44615997,1961114.0117020768,117584.37713359593,1511.73465,,583419.3397144856,2095791.126146961,29483.069212942697,238458.67045525007,,2.42744018,,26505.748732755248,,,,27118.543907795465,,20061875.192295462,
2017-11-20,13027.841534750001,2287448.7597624916,1583621.0513338961,152848.0575312877,15071.297251827,,470473.5179282358,1830159.683077629,20586.724848453465,351250.794207542,,2.40959261,,0.687825491,,,,9215.685762039951,,11440710.324002638,
2017-11-13,2504.7334788,1954445.7731979361,1804936.7720736954,251416.42595726997,21698.052927021054,,690904.6325636939,1230566.1790649872,12872.58100794051,440794.16597310593,,0,,,,,,7935.578577722651,,8647057.335611153,
2017-11-06,5009.3794012,1947933.7514768704,2233550.171558039,189273.61911284403,39646.29308992182,,456360.22464255674,1189389.3929608762,49086.69522047924,387120.123178,,1.17905396,,,,,,1976.9478283925998,,6864592.081021844,
2017-10-30,30472.158691159402,1311961.6882600477,2526830.029462697,250345.88279370038,5699.481076455,,632360.125094156,1416860.1158662476,14650.383099116909,117826.24890254001,,1.18050363,,,,,,496.86741225700007,,7678532.321146557,277.1096445
2017-10-23,16590.781518596003,1793107.1687870454,2569516.7361742137,193459.11329155642,10470.60016844911,,824883.2568826284,1678121.6679782611,17811.634666736,63233.3128106,,,,,,,,2520.5251565501,,6980019.412929753,
2017-10-16,8220.4726758,1799879.6131323553,2531286.2040014556,139376.16323181102,7256.18847439065,,636610.5153245755,1490249.922727362,53039.49036543034,70125.24657415,,,,,,,,8017.1772803798,,6076538.398685183,
2017-10-09,23916.464543312,1866759.0821672434,4394584.6949162735,30784.250119417804,2262.8607,,615958.3747384463,2148236.249468806,431795.48307956284,109809.25979106198,,,,,,,,3352.6265999729994,,8203838.849211068,
2017-10-02,9473.6259884,651892.0921803943,2311921.923047222,82533.24195575199,2255.15805,,532312.9558693182,2262178.8251997884,143072.20807887916,93931.54583560901,,,,,,,,3616.8405837274004,,6828965.064045829,
2017-09-25,19329.05860394,1716353.6309288603,4186792.6772521045,88630.53742030376,2628.6832379760003,,774691.8976381525,4266896.965223661,71753.68482560021,151671.288213166,,,,,,,,18777.914600956003,,11313929.407660088,
2017-09-18,74217.04581104913,1462847.406016855,4315097.605469145,25464.01181189659,10224.407246601,,821970.4300347166,6651765.153554187,24167.83105023842,304161.10480984,,,,1302.091712589,,,,5754.468577242,,13772815.155628026,
2017-09-11,16214.199185075,1865477.4860306208,4716169.480228407,3526.7238400659994,12043.363871059999,,522739.8234953937,6988587.619317178,10281.415235845121,702147.5982828096,,,,,,,,18.523463475,,22350600.85875497,
2017-09-04,24766.344035188406,1592790.5399937974,3563819.3512900374,12515.1142866211,1470.41089967568,,909271.0091532271,6660016.093224168,21001.033121594573,837163.3519878336,,,,,,,,200.76103531,,30253210.392060004,
2017-08-28,123836.6597487238,1689090.2783737914,3292615.2790378244,61021.83704241682,8208.114099352,,1010062.6203891676,6301658.154279848,19880.181728353764,1769395.3728255383,,,,,,,,1393.47407468395,,39759253.861695305,1213.95800190848
2017-08-21,47603.016459353166,2154523.5598923024,3221352.931101656,50369.419849649996,58638.03252897201,,774744.5994325763,6921304.352943631,20264.1403361072,748928.6181771599,,,,,,,,2769.33631141,,49666353.07773193,
2017-08-14,30419.900386870002,1916564.9307471688,2721061.5291316127,42442.45514194216,51880.332310386024,,741266.4815087704,4400873.414119087,22194.044609424425,209364.54686518005,,,,,,,,1999.2714951500002,,56170277.22584334,
2017-08-07,67517.33696711359,2282833.974710246,2296850.6769431112,95639.80131360667,191947.4443164914,,775728.9559898566,3275153.8885929887,7360.263382248289,166867.155857225,,,,,,,,5202.87141488199,,68748424.0386645,
2017-07-31,51348.392006104,3070715.0211510276,2724099.289695458,6395.666676700001,140216.22441443548,,635911.1614681111,3411330.3513140585,28879.553136821436,228871.83865047997,,,,,,,,9281.2292857315,,76800692.55798958,
2017-07-24,87464.38730691554,4800580.432044206,2227112.6191912685,7141.5249349881,63693.76785055283,,701552.2677359284,3415190.745719598,7791.633467774001,162367.61077311498,,,,,,,,40201.6497735664,,80350236.41960303,
2017-07-17,26017.391696931,3439180.6397208935,2023513.5994135807,64369.63413336,2205.67854,,659591.7334856747,2476973.902236512,10512.94520602902,119062.681086954,,,,,,,,39196.824219576396,,52241318.17126857,
2017-07-10,6458.60013422,3457487.9563121903,2747422.5443523354,73220.298298785,,,617892.4941626762,2327458.8578160238,17902.088276468603,169119.80977705802,,,,,,,,19820.305741868982,,30099539.745615806,1169.87662772496
2017-07-03,1742.2815360000002,2818673.588263306,2348885.815115463,24845.383711184997,,,408342.1315342566,2271768.0351468506,24097.431057514958,54085.95194648001,,,,1231.888410676,,,,5990.554388101999,,19224262.750719603,
2017-06-26,74773.11519911769,2413169.098764297,3849790.9732950446,14358.020821851498,,,806382.8541970411,3317538.451139124,16707.28149110682,196187.27177517195,,,,,,,,1315.1831888688998,,17642913.41857402,
2017-06-19,,2270646.491900339,2930840.9318239,17238.6892314875,,,510541.7620590301,2066089.5760978428,14713.072473491351,138009.02375947995,,,,,,,,9285.53491419112,,12986336.27,
2017-06-12,6968.3710848,2838177.8727551885,4519673.935931753,137418.05183923998,2206.53831,,557704.7003701688,2663000.8543535206,24011.93666322177,203962.12297546997,,,,,,,,10309.002425594957,,10108864.799999993,
2017-06-05,150235.85345931342,2491066.0990771838,3883095.5085254535,60168.811655454,,,493280.74893087486,2905112.700977246,42949.390747345264,349888.49739218,,,,,,,,9763.24022577408,,9506223.906119438,
2017-05-29,54031.7094707262,2681372.8909030408,3216184.054925752,69633.53063431502,,,539090.9144075866,2228776.772908949,31064.3215039586,794314.0659982904,,,,,,,,5644.615961019249,,7635583.039999999,
2017-05-22,88058.65512109202,2668807.6062742155,2919305.0317200427,52705.50140871979,,,878076.1577874788,2052568.77879363,33320.22894225517,357501.5763755101,,,,,,,,27701.83106053462,,11882262.102422593,
2017-05-15,8929.022604400001,2067039.7643460527,3052668.3182889363,215114.05878539887,,,590162.4044198155,1847932.4727971808,29914.56259648586,134521.98825658098,,,,,,,,55007.91709865841,,11603611.947207684,984.8286760000001
2017-05-08,24881.7570323623,1921141.792993787,2794126.0052081305,505022.61905158893,,,502649.90694149863,1817118.9731852747,33144.68920977117,69696.18475375202,,,,,,,,25734.3448872352,,14151636.080728445,
2017-05-01,11127.094632378,1566599.6573940273,2342603.1038566595,129089.16966714199,21006.18689908,,453435.76613095537,1726154.5934470757,20951.09844681946,124872.645158097,,,,694.365169,,,,573.7659996,,9476660.269985577,
2017-04-24,11388.320644360001,1375200.6332261502,2250956.2705712244,58164.977666198756,,,441900.6448921119,1818371.409579387,3919.7677688627004,59861.17726052399,,,,,,,,8768.8251149374,,11047379.239503339,
2017-04-17,9855.8138392,1323501.0021753556,1687175.5020170198,33052.554446625,2179.7873250000002,,432642.0709133285,1517662.0365691124,9413.464298656361,77899.811147156,,,,,,,,13424.6748499544,,7502610.969999998,
2017-04-10,6689.82499821,1204851.8639718643,1288186.8440411952,27656.4920934,2181.451725,,325389.97346440953,1313951.5516562408,19406.641195900942,88579.16923999,,,,,,,,344.445239088,,7440406.548250606,
2017-04-03,549.98228436,997229.7859640489,1684242.622275261,36885.708830988,2175.0719999999997,,557372.4980186634,1261746.2857865687,26744.51901613821,64438.75852106,,,,,,,,10195.86340158496,,7345636.320000003,
2017-03-27,7318.2961232,1117133.292091359,1489299.848743542,49434.3841562513,,,464315.0628666981,1373154.114633351,44748.162971130536,116486.31662643795,,,,,,,,3737.3798675725,,9259523.640000002,
2017-03-20,13350.894168449999,1195399.0158101954,1678765.382387675,53893.08486007499,,,477283.8737135931,1356776.4191995875,23890.944225922514,135139.42530931,,,,,,,,10650.515622449719,,9391991.530000001,
2017-03-13,8289.77385435807,2024618.993321721,1441705.0521946861,65497.764890204984,,,491555.7406167893,1050884.417534793,26251.67481027409,279499.62596056995,,,,,,,,17204.7607037841,,7917870.470000001,
2017-03-06,20359.042028980002,2016409.5829286969,1439104.1969244718,53736.94680443251,,,526290.2948888531,1207567.9547753788,27700.78663314096,520361.4248952699,,,,,,,,28445.574547139957,,6626716.540004052,
2017-02-27,8226.14480985,2191840.1133618453,1772721.2516607393,51412.7318980847,,,548039.9562756828,1007072.0444957726,7985.0564378747895,1027448.2280578593,,,,,,,,,,8432613.654404957,
2017-02-20,12327.856703194402,2777719.6238007587,1365726.3800712423,36105.14856443946,11402.933780880001,,450376.2160877795,831890.062592229,7965.2800080011,333657.49022442,,,,,,,,8610.157688783,,8404240.759199122,
2017-02-13,5990.1287892,3892562.273053462,1571058.1434445863,6225.970503165,22066.94723202,,294978.1029781414,967325.2753696155,8047.4928565683895,84225.65190775,,,,,,,,17693.34072877984,,8773941.116751198,
2017-02-06,,1615184.0680264805,1306405.5035190533,47654.202026228995,,,404002.4655138467,1074870.6712022403,20617.084062074253,63793.89020601999,,,,,,,,17.62558215,,9246702.017112182,
2017-01-30,19044.098350239998,1488657.0243652735,1048371.0635200705,52453.62463833679,,,512193.1239304188,1184051.8022361323,5561.56519451432,47858.196539935,,,,,,,,8919.457010930999,,13021825.013270382,
2017-01-23,18422.749642135,1860207.3411586003,1279354.09847572,55099.89069582313,,,368585.45521657745,1217536.8513149119,4960.2465627077,55441.75891045398,,,,,,,,21236.689794997572,,18936516.8583706,
2017-01-16,22670.7194610468,2795074.54602827,1869707.435947213,12679.255286459,4347.76308,,468496.0843068219,1542501.8435612882,18889.138766739077,46008.87136859,,,,,,,,2469.037234635,,34490660.19928463,
2017-01-09,2504.9023448000003,1866482.6571513051,2060539.0827382805,44297.864693824,,,583808.1982051359,1337391.8078958602,13321.18536461276,44024.15992397499,,,,,,,,10546.16786304928,,43853391.931971826,
2017-01-02,7327.7171661659995,1735213.3892446915,1397112.455675845,13424.329613067,,,531213.1628369377,1040049.6433419122,17938.591415146708,36290.6044394,,,,,,,,33786.00541293322,,50083732.547761835,
2016-12-26,,1362893.216851628,1095695.5422418406,24116.188898565,2160.06768,,404137.2908610732,765829.2927782526,27389.99665166201,17998.776435249998,,,,,,,,45487.569620865914,,38686134.519999996,
2016-12-19,6841.278575959001,2067930.0801286444,921033.3977080274,72320.4442830715,,,355203.7673850703,977723.43070358,5424.554299133079,27110.795068199997,,,,,,,,83837.73450784526,,26828810.560000017,
2016-12-12,9039.1491792,1931011.5132297622,1017193.0658344817,87284.12541379899,,,376971.3102078384,1062223.4168499853,18507.606447676593,79682.44413845,,,,,,,,24320.30762374992,,27977970.24601,
2016-12-05,31807.079281200997,1703066.4050450786,766995.4976846313,111708.81577102753,,,261999.50875891995,898061.2959275354,14891.51921073688,50188.116535040004,,,,,,,,6900.460919745199,,19286928.370736632,
2016-11-28,5767.418810065001,1666912.0874514857,775528.958473892,66158.03018274499,,,412145.2482332681,1281902.532159359,15672.71829226227,43939.27038312501,,,,,,,,3281.0329842602,,13849461.471473292,
2016-11-21,,1508072.4819121626,987756.563235248,116302.1440254,,,342710.34540782776,853570.7206785255,23053.059907673603,46611.286981289,,,,,,,,188.283618131,,7341142.290000002,
2016-11-14,1089.003542,1414278.4536662602,1571068.250833156,131887.98375698252,,,370582.9935071008,774407.2879065311,6146.21011594104,90510.91187130002,,,,,,,,,,6080873.117835364,
2016-11-07,8209.021337965,934927.701889798,1755260.9545052398,180924.5468251364,,,286590.624327675,703596.921010277,10974.55538546844,44387.110896232996,,,,,,,,,,4822456.879657967,
2016-10-31,18086.764249538388,922692.3093457434,1689042.8161757765,128754.912923286,,,385977.08492865186,659146.64505874,11176.36298414442,25716.780990925,,,,,,,,,,5226913.913282536,
2016-10-24,8495.015191999999,907744.3269501198,2227167.7345034564,3013.4357219999997,11564.85932692,,395627.1275995793,673023.6000134796,21341.186225843867,2711.0187243639994,,,,,,,,6522.06080631945,,5263337.870000001,
2016-10-17,,984207.1287734414,1773646.1593844602,12193.537509058839,13493.41650703,,334179.3139833259,723401.5323370557,,27294.634523669993,,,,,,,,19017.565757377,,4927716.184234322,
2016-10-10,20076.7782570314,901604.6383643342,1563844.2224787006,148402.47768607902,1851.70367655,,422954.66799453186,1049923.8475642793,3133.2740818779603,28787.726222731995,,,,,,,,,,5243929.2241311,
2016-10-03,6511.30566864,374055.3151462882,1465773.73099524,77115.938875824,,,466006.1259344088,1117859.9474643846,4494.7442596826995,23262.841313200006,,,,,,,,,,5429272.010341737,
2016-09-26,2987.24483928,1094124.3165345627,1361652.0283418074,3088.7529449999997,,,523419.49242110044,1727032.0419020795,12153.61570894143,40164.99874448199,,,,,,,,2354.73251237,,7598831.9502830105,
2016-09-19,27443.12187166,590686.5844584038,1209980.1388891037,5620.0071565,,,336646.7572314048,3555287.5140514947,14732.07415582908,56530.14859743,,,,,,,,314.551440202,,11743732.849999998,
2016-09-12,5647.724634516,511296.67262105347,1621174.481813933,6473.179504000001,2244.1929,,561557.3431757597,2910629.0930310623,13517.19065012037,84848.22227081002,,,,,,,,,,16355074.620570118,
2016-09-05,8431.759426199998,563171.2863624861,1474713.249502614,12195.151753706401,,,478426.83179426915,3186011.384688715,17736.21904522085,129201.94756150001,,,,,,,,,,19594173.627099484,
2016-08-29,20449.7824534,693173.7917252057,1374913.9787751648,5790.8385618111,,,623143.7564964206,2611395.0037459326,18938.56159561838,216180.91812704495,,,,,,,,,,28597005.33647473,
2016-08-22,,753423.6588239067,1438696.07977545,992.3631208452,11775.56771648,,513869.05185366893,2283700.1099841213,7055.66463017506,193288.37064447007,,,,,,,,1906.2655079200001,,34089332.55377726,
2016-08-15,104495.260532332,569590.226751565,1343800.0447614524,,,,373436.74271115934,1794753.421913784,11152.172311782,58069.23296665,,,,,,,,,,41352286.61002012,
2016-08-08,72540.10674399264,556189.3573558822,1202485.8469407905,135.1236205886,54680.592967749995,,427631.1711206601,2100856.6578644207,10179.043919548922,63029.44463282,,,,,,,,,,47007320.28305033,
2016-08-01,40149.263807664,983410.6687498172,1117508.5879555924,4297.0822306,4508.025105,,462328.1207451654,1897989.9794891668,20229.14025635868,53729.281943129994,,,,,,,,,,55495703.06661745,
2016-07-25,103763.7025477764,2366417.4649474593,1189891.49710825,2122.067457825,,,747260.7874525272,1450858.6954643417,16913.00239885965,95782.29068341998,,,,,,,,23779.10980020911,,56451606.85132995,
2016-07-18,12959.4157388,1664417.696968744,1425713.9640204136,1181.7854148,,,502687.5705641424,1105076.3777313642,7747.28533027674,39701.50657061,,,,,,,,37657.503315135364,,40065709.89999998,
2016-07-11,8495.24151,1380224.0063482895,1648321.6043547334,2496.57595395,4485.7257,,425051.56536588294,1347965.255180462,14532.742436848592,24746.696533000002,,,,,,,,7084.44638845372,,29444518.282103386,
2016-07-04,68996.07393383043,1381779.199209087,1562332.1018163795,459.123525,16280.43662388,,386327.590335435,1424127.6186805102,7117.537656164859,40403.15326158,,,,,,,,2111.526835048,,14522742.501801606,
